0.0,0.3,0.5,years
4.5556266665524126,4.607468100523378,4.990000578440811,2017
3.838267945994479,4.359163882579758,5.0724975509350445,2018
3.885308377937188,4.120166018871658,4.618700025923681,2019
3.865238080862659,4.1229853776799485,5.059530283359024,2020
3.673917754535328,4.8049203201568895,5.240406151453342,2021
3.8304088016270423,4.693490408128701,5.351556808020121,2022
3.855798493441946,4.637297494024997,5.795002516305529,2023
3.71982821835738,4.559918233919386,5.685435246641455,2024
4.005873352531222,4.809969182262124,5.555417929135011,2025
3.7639090181342447,4.960490336776699,5.743223897308532,2026
3.632734650759554,5.053177415650895,6.073548962916833,2027
4.1139058533848605,4.729729245669539,6.551611866652426,2028
3.543161957999093,5.037500884983912,6.662082753112449,2029
3.8557337482573546,5.375632262435409,6.636313832122598,2030
3.563297408366585,5.327100698881422,7.102320991017892,2031
4.003699960276939,5.619411929926486,7.2681536559734,2032
3.669773173098874,5.071790949471498,7.500634958306734,2033
3.461120035882742,5.67225781974083,7.74320116136359,2034
3.758430325116891,5.872980249756131,7.654701230362906,2035
3.799322688443952,5.794898223129176,8.034319857445489,2036
3.598124059126041,6.143512806026343,8.109050669494696,2037
3.3588261256233656,6.152317643407057,8.205558233783044,2038
3.8480309154704724,6.055023264696414,8.436891459626487,2039
4.058011796974473,6.2022819919770145,8.393705992827048,2040
3.6813130746882914,6.415679246423027,8.60182114414554,2041
3.62596498855785,6.24480978664916,8.706648168374146,2042
3.6179622501150814,6.580304074594672,8.86945912144716,2043
3.901128199580979,6.52554513405411,8.950966295957505,2044
3.6688101138487252,6.629894925004388,9.041477381574769,2045
3.675653012791517,6.436248750818713,9.15909643745655,2046
3.406635640195133,6.7584375892036626,9.349307302660332,2047
3.7038739748983915,7.034261679270057,9.634335660627256,2048
3.673204624243554,7.128065500665843,9.712442128229236,2049
3.45642315158523,6.851216424791521,9.576733169746888,2050
3.3303904796296893,7.325600419822032,9.757762488309082,2051
3.488122341911548,7.430848833264302,10.046876459782764,2052
3.663482721577085,7.539600792744662,9.99779944127728,2053
3.420906138066228,7.400923491103401,10.475225270662348,2054
3.465171093317449,7.644222923787537,10.465147020266793,2055
2.9556881264511445,7.713551554780275,10.946478831219233,2056
3.1817953034968536,7.832594128006141,10.955507823703824,2057
3.1541252029855578,8.068419125858064,10.750518763917155,2058
2.945462812728131,7.658504545714816,10.995330625497036,2059
3.3465132042093617,7.859500048723268,11.178041696993125,2060
3.2991414710277507,8.015767844615542,11.179071060444697,2061
3.1574310577960376,8.255589563468112,11.518427950738209,2062
3.3332540932515946,8.408618217066437,12.044047857124816,2063
3.115820625954587,8.555477207967076,11.868709552002095,2064
3.0753662729521283,8.66718607596521,12.032209852687851,2065
3.099852364137406,8.575881960342333,12.080814389132442,2066
